[2021-08-15 08:17:50,894202] admin.INFO  [NULL] [210e5b57] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:17:51,071313] admin.INFO  [70ca2ad2] [210e5b57] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:17:51,072012] admin.INFO  [70ca2ad2] [210e5b57] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:02,387268] admin.INFO  [NULL] [bcaa3734] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /shopadmin/, 101.143.153.225, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:02,431329] admin.INFO  [70ca2ad2] [bcaa3734] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:02,431697] admin.INFO  [70ca2ad2] [bcaa3734] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:14,235913] admin.INFO  [NULL] [f08b5ce7] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /shopadmin/login_check, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:14,296208] admin.INFO  [2de8befa] [f08b5ce7] [2] [LogListener:onKernelResponse:86] - LOGIC END ["shopadmin_login_check"]  [POST, /shopadmin/login_check, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:14,296805] admin.INFO  [2de8befa] [f08b5ce7] [2] [LogListener:onKernelTerminate:95] - PROCESS END ["shopadmin_login_check"]  [POST, /shopadmin/login_check, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:14,490450] admin.INFO  [NULL] [6cac8067] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:14,510706] admin.INFO  [2de8befa] [6cac8067] [2] [LogListener:onKernelRequest:60] - PROCESS START ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:14,527273] admin.INFO  [2de8befa] [6cac8067] [2] [LogListener:onKernelController:73] - LOGIC START ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:14,791658] admin.INFO  [2de8befa] [6cac8067] [2] [LogListener:onKernelResponse:86] - LOGIC END ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:18:14,798811] admin.INFO  [2de8befa] [6cac8067] [2] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:48:16,163017] admin.INFO  [NULL] [7c40095e] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:48:16,208152] admin.INFO  [2de8befa] [7c40095e] [2] [LogListener:onKernelRequest:60] - PROCESS START ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:48:16,230415] admin.INFO  [2de8befa] [7c40095e] [2] [LogListener:onKernelController:73] - LOGIC START ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
[2021-08-15 08:48:17,000753] admin.INFO  [2de8befa] [7c40095e] [2] [LogListener:onKernelResponse:86] - LOGIC END ["admin_homepage"]  [GET, /shopadmin/, 101.143.153.225, https://tiara-collection.com/shopadmin/, Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1]
